"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
2,"10:27","Cavaliers lineup change (Andrew Rohde, Taine Murray, Isaac McKneely, Leon Bond III, Jacob Groves)",627,"Cav Sub"," ","Cavaliers",49,33,"Cavs","vsLOU",83
2,"10:14","Cardinals lineup change (Curtis Williams, Ty-Laur Johnson, Brandon Huntley-Hatfield, Mike James, Skyy Clark)",614,"Opp Sub"," ","Cardinals",49,33,"Cavs","vsLOU",83
2,"10:12","Isaac McKneely misses three point jump shot",612,"Missed Three","misses","Isaac McKneely",49,33,"Cavs","vsLOU",83
2,"9:57","Mike James defensive rebound",597,"Def Rebound","defensive rebound","Mike James",49,33,"Opp","vsLOU",84
2,"9:36","Skyy Clark makes two point pullup jump shot",576,"Made Two","makes","Skyy Clark",49,35,"Cavs","vsLOU",85
2,"9:34","Jacob Groves misses three point jump shot",574,"Missed Three","misses","Jacob Groves",49,35,"Cavs","vsLOU",85
2,"9:28","Skyy Clark defensive rebound",568,"Def Rebound","defensive rebound","Skyy Clark",49,35,"Opp","vsLOU",86
2,"9:10","Ty-Laur Johnson turnover (bad pass) (Taine Murray steals)",550,"Turnover","turnover","Ty-Laur Johnson",49,35,"Cavs","vsLOU",87
2,"8:40","Isaac McKneely makes three point jump shot (Leon Bond III assists)",520,"Made Three","makes","Isaac McKneely",52,35,"Opp","vsLOU",88
2,"8:14","Curtis Williams makes three point jump shot (Mike James assists)",494,"Made Three","makes","Curtis Williams",52,38,"Cavs","vsLOU",89
2,"8:12","Isaac McKneely misses three point jump shot",492,"Missed Three","misses","Isaac McKneely",52,38,"Cavs","vsLOU",89
2,"8:11","Jacob Groves offensive rebound",491,"Off Rebound","offensive rebound","Jacob Groves",52,38,"Cavs","vsLOU",89
2,"8:11","Mike James shooting foul (Jacob Groves draws the foul)",491,"Foul","shooting foul","Mike James",52,38,"Cavs","vsLOU",89
2,"8:11","Cavaliers lineup change (Andrew Rohde, Reece Beekman, Isaac McKneely, Jacob Groves, Ryan Dunn)",491,"Cav Sub"," ","Cavaliers",52,38,"Cavs","vsLOU",89
2,"8:11","Jacob Groves makes regular free throw 1 of 2",491,"Made FT","makes","Jacob Groves",53,38,"Cavs","vsLOU",89
2,"7:54","Jacob Groves makes regular free throw 2 of 2",474,"Made FT","makes","Jacob Groves",54,38,"Opp","vsLOU",90
2,"7:39","Mike James makes two point jump shot (Skyy Clark assists)",459,"Made Two","makes","Mike James",54,40,"Cavs","vsLOU",91
2,"7:15","Jacob Groves makes three point jump shot (Isaac McKneely assists)",435,"Made Three","makes","Jacob Groves",57,40,"Opp","vsLOU",92
2,"7:15","Jacob Groves personal foul (Brandon Huntley-Hatfield draws the foul)",435,"Foul","personal foul","Jacob Groves",57,40,"Opp","vsLOU",92
2,"7:13","TV timeout",433,""," ","TV",57,40,"Opp","vsLOU",92
2,"7:11","Ryan Dunn blocks Mike James's two point layup",431,"Block","block","Ryan Dunn",57,40,"Opp","vsLOU",92
2,"6:50","Jacob Groves defensive rebound",410,"Def Rebound","defensive rebound","Jacob Groves",57,40,"Cavs","vsLOU",93
2,"6:24","Isaac McKneely makes two point pullup jump shot",384,"Made Two","makes","Isaac McKneely",59,40,"Opp","vsLOU",94
2,"6:22","Ryan Dunn blocks Brandon Huntley-Hatfield's two point layup",382,"Block","block","Ryan Dunn",59,40,"Opp","vsLOU",94
2,"6:03","Ryan Dunn defensive rebound",363,"Def Rebound","defensive rebound","Ryan Dunn",59,40,"Cavs","vsLOU",95
