"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
1,"1:07","Tigers makes two point layup",67,"Made Two","makes","Tigers",30,35,"Cavs","vsMEM",60
1,"0:52","Ryan Dunn makes two point dunk (Reece Beekman assists)",52,"Made Two","makes","Ryan Dunn",32,35,"Opp","vsMEM",61
1,"0:52","Taine Murray shooting foul (Caleb Mills draws the foul)",52,"Foul","shooting foul","Taine Murray",32,35,"Opp","vsMEM",61
1,"0:52","Caleb Mills makes regular free throw 1 of 2",52,"Made FT","makes","Caleb Mills",32,36,"Opp","vsMEM",61
1,"0:52","Caleb Mills misses regular free throw 2 of 2",52,"Missed FT","misses","Caleb Mills",32,36,"Opp","vsMEM",61
1,"0:42","Isaac McKneely defensive rebound",42,"Def Rebound","defensive rebound","Isaac McKneely",32,36,"Cavs","vsMEM",62
1,"0:32","Isaac McKneely turnover (lost ball) (Nicholas Jourdain steals)",32,"Turnover","turnover","Isaac McKneely",32,36,"Opp","vsMEM",63
1,"0:15","Caleb Mills makes two point layup (Nicholas Jourdain assists)",15,"Made Two","makes","Caleb Mills",32,38,"Cavs","vsMEM",64
1,"0:13","David Jones blocks Ryan Dunn's two point layup",13,"Block","block","David Jones",32,38,"Cavs","vsMEM",64
1,"0:13","Ryan Dunn offensive rebound",13,"Off Rebound","offensive rebound","Ryan Dunn",32,38,"Cavs","vsMEM",64
1,"0:13","David Jones personal foul (Ryan Dunn draws the foul)",13,"Foul","personal foul","David Jones",32,38,"Cavs","vsMEM",64
2,"20:00","2ND HALF",1200,""," ","2ND",32,38,"Cavs","vsMEM",64
2,"20:00","Open inbound Tigers",1200,""," ","Open",32,38,"Opp","vsMEM",65
2,"20:00","Tigers lineup change (Jaykwon Walton, Nicholas Jourdain, David Jones, Malcolm Dandridge, Jahvon Quinerly)",1200,"Opp Sub"," ","Tigers",32,38,"Opp","vsMEM",65
2,"19:52","Cavaliers lineup change (Reece Beekman, Andrew Rohde, Isaac McKneely, Ryan Dunn, Jacob Groves)",1192,"Cav Sub"," ","Cavaliers",32,38,"Opp","vsMEM",65
2,"19:52","Andrew Rohde shooting foul (Malcolm Dandridge draws the foul)",1192,"Foul","shooting foul","Andrew Rohde",32,38,"Opp","vsMEM",65
2,"19:52","Malcolm Dandridge makes regular free throw 1 of 2",1192,"Made FT","makes","Malcolm Dandridge",32,39,"Opp","vsMEM",65
2,"19:52","Cavaliers lineup change (Reece Beekman, Elijah Gertrude, Isaac McKneely, Ryan Dunn, Jacob Groves)",1192,"Cav Sub"," ","Cavaliers",32,39,"Opp","vsMEM",65
2,"19:52","Malcolm Dandridge misses regular free throw 2 of 2",1192,"Missed FT","misses","Malcolm Dandridge",32,39,"Opp","vsMEM",65
2,"19:41","Jaykwon Walton offensive rebound",1181,"Off Rebound","offensive rebound","Jaykwon Walton",32,39,"Opp","vsMEM",65
2,"19:39","Jahvon Quinerly misses three point jump shot",1179,"Missed Three","misses","Jahvon Quinerly",32,39,"Opp","vsMEM",65
2,"19:35","Malcolm Dandridge offensive rebound",1175,"Off Rebound","offensive rebound","Malcolm Dandridge",32,39,"Opp","vsMEM",65
2,"19:14","Malcolm Dandridge makes two point layup",1154,"Made Two","makes","Malcolm Dandridge",32,41,"Cavs","vsMEM",66
2,"18:59","Jacob Groves makes three point jump shot (Isaac McKneely assists)",1139,"Made Three","makes","Jacob Groves",35,41,"Opp","vsMEM",67
2,"18:42","Malcolm Dandridge turnover (bad pass)",1122,"Turnover","turnover","Malcolm Dandridge",35,41,"Cavs","vsMEM",68
2,"18:21","Elijah Gertrude makes two point layup",1101,"Made Two","makes","Elijah Gertrude",37,41,"Opp","vsMEM",69
2,"18:19","Ryan Dunn blocks David Jones's two point layup",1099,"Block","block","Ryan Dunn",37,41,"Opp","vsMEM",69
2,"18:16","Tigers offensive rebound",1096,"Off Rebound","offensive rebound","Tigers",37,41,"Opp","vsMEM",69
2,"17:57","Nicholas Jourdain makes two point dunk (Jaykwon Walton assists)",1077,"Made Two","makes","Nicholas Jourdain",37,43,"Cavs","vsMEM",70
2,"17:55","Elijah Gertrude misses two point layup",1075,"Missed Two","misses","Elijah Gertrude",37,43,"Cavs","vsMEM",70
2,"17:49","Malcolm Dandridge defensive rebound",1069,"Def Rebound","defensive rebound","Malcolm Dandridge",37,43,"Opp","vsMEM",71
2,"17:41","David Jones turnover (bad pass) (Elijah Gertrude steals)",1061,"Turnover","turnover","David Jones",37,43,"Cavs","vsMEM",72
2,"17:38","Elijah Gertrude turnover (lost ball) (Jaykwon Walton steals)",1058,"Turnover","turnover","Elijah Gertrude",37,43,"Opp","vsMEM",73
2,"17:38","Reece Beekman personal foul",1058,"Foul","personal foul","Reece Beekman",37,43,"Opp","vsMEM",73
2,"17:36","Cavaliers lineup change (Reece Beekman, Isaac McKneely, Andrew Rohde, Ryan Dunn, Jacob Groves)",1056,"Cav Sub"," ","Cavaliers",37,43,"Opp","vsMEM",73
2,"17:26","David Jones makes two point layup (Jahvon Quinerly assists)",1046,"Made Two","makes","David Jones",37,45,"Cavs","vsMEM",74
2,"17:24","Jacob Groves misses two point jump shot",1044,"Missed Two","misses","Jacob Groves",37,45,"Cavs","vsMEM",74
2,"17:00","Nicholas Jourdain defensive rebound",1020,"Def Rebound","defensive rebound","Nicholas Jourdain",37,45,"Opp","vsMEM",75
2,"16:44","Jaykwon Walton turnover (lost ball) (Jacob Groves steals)",1004,"Turnover","turnover","Jaykwon Walton",37,45,"Cavs","vsMEM",76
2,"16:42","Andrew Rohde misses two point layup",1002,"Missed Two","misses","Andrew Rohde",37,45,"Cavs","vsMEM",76
2,"16:39","Jaykwon Walton defensive rebound",999,"Def Rebound","defensive rebound","Jaykwon Walton",37,45,"Opp","vsMEM",77
2,"16:39","Isaac McKneely personal foul",999,"Foul","personal foul","Isaac McKneely",37,45,"Opp","vsMEM",77
