"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
2,"5:59","Tyler Wahl defensive rebound",359,"Def Rebound","defensive rebound","Tyler Wahl",39,60,"Opp","vsWIS",99
2,"5:59","Isaac McKneely personal foul",359,"Foul","personal foul","Isaac McKneely",39,60,"Opp","vsWIS",99
2,"5:56","Cavaliers lineup change (Reece Beekman, Taine Murray, Isaac McKneely, Ryan Dunn, Leon Bond III)",356,"Cav Sub"," ","Cavaliers",39,60,"Opp","vsWIS",99
2,"5:54","AJ Storr misses three point jump shot",354,"Missed Three","misses","AJ Storr",39,60,"Opp","vsWIS",99
2,"5:35","Tyler Wahl offensive rebound",335,"Off Rebound","offensive rebound","Tyler Wahl",39,60,"Opp","vsWIS",99
2,"5:33","Chucky Hepburn misses three point jump shot",333,"Missed Three","misses","Chucky Hepburn",39,60,"Opp","vsWIS",99
2,"5:26","Ryan Dunn defensive rebound",326,"Def Rebound","defensive rebound","Ryan Dunn",39,60,"Cavs","vsWIS",100
2,"5:01","Reece Beekman makes two point layup",301,"Made Two","makes","Reece Beekman",41,60,"Opp","vsWIS",101
2,"4:59","Max Klesmit misses two point layup",299,"Missed Two","misses","Max Klesmit",41,60,"Opp","vsWIS",101
2,"4:58","Nolan Winter offensive rebound",298,"Off Rebound","offensive rebound","Nolan Winter",41,60,"Opp","vsWIS",101
2,"4:56","Nolan Winter misses two point layup",296,"Missed Two","misses","Nolan Winter",41,60,"Opp","vsWIS",101
2,"4:51","Reece Beekman defensive rebound",291,"Def Rebound","defensive rebound","Reece Beekman",41,60,"Cavs","vsWIS",102
2,"4:49","Taine Murray misses three point jump shot",289,"Missed Three","misses","Taine Murray",41,60,"Cavs","vsWIS",102
2,"4:19","Tyler Wahl defensive rebound",259,"Def Rebound","defensive rebound","Tyler Wahl",41,60,"Opp","vsWIS",103
2,"4:03","Tyler Wahl makes two point layup",243,"Made Two","makes","Tyler Wahl",41,62,"Cavs","vsWIS",104
2,"4:03","Badgers lineup change (Steven Crowl, Tyler Wahl, Max Klesmit, Kamari McGee, John Blackwell)",243,"Opp Sub"," ","Badgers",41,62,"Cavs","vsWIS",104
2,"3:50","Cavaliers lineup change (Reece Beekman, Taine Murray, Dante Harris, Blake Buchanan, Leon Bond III)",230,"Cav Sub"," ","Cavaliers",41,62,"Cavs","vsWIS",104
2,"3:21","Reece Beekman turnover (Tyler Wahl steals)",201,"Turnover","turnover","Reece Beekman",41,62,"Opp","vsWIS",105
2,"3:15","John Blackwell makes three point jump shot (Kamari McGee assists)",195,"Made Three","makes","John Blackwell",41,65,"Cavs","vsWIS",106
2,"3:15","Cavaliers 30 second timeout",195,"Timeout","second timeout","Cavaliers 30",41,65,"Cavs","vsWIS",106
2,"3:15","TV timeout",195,""," ","TV",41,65,"Cavs","vsWIS",106
2,"3:03","Cavaliers lineup change (Andrew Rohde, Dante Harris, Jordan Minor, Taine Murray, Leon Bond III)",183,"Cav Sub"," ","Cavaliers",41,65,"Cavs","vsWIS",106
2,"3:01","Andrew Rohde misses two point jump shot",181,"Missed Two","misses","Andrew Rohde",41,65,"Cavs","vsWIS",106
